A1,A3,A7,A8,A9,A10,A11,A13,A14,A4_1,A4_2,A4_3,A5_1,A5_2,A5_3,A5_4,A5_5,A5_6,A5_7,A5_8,A5_9,A5_10,A5_11,A5_12,A5_13,A5_14,A6_1,A6_2,A6_3,A6_4,A6_5,A6_7,A6_8,A6_9,A12_1,A12_2,A12_3
1,2.0587321349235386,1.8769228552124348,1,1,1.3581882085699186,0,-1.0696373068996794,-0.1954133390319889,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,-0.8983165365876556,-0.6648766866375322,0,1,1.563974300777482,0,0.09292037091520411,-0.19195600641075275,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1,-0.4037998994756545,0.6060230842874513,1,1,0.7408299319472283,0,0.11617152447150178,-0.1954133390319889,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,-0.3535441436715893,-0.6529152770288265,1,0,-0.49388662129815225,0,-0.4883584679922377,-0.1954133390319889,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,2.6869290824743532,-0.6394586912190325,0,0,-0.49388662129815225,0,0.7904549776041343,0.4868336315586142,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,-0.8390147447388587,-0.6648766866375322,0,0,-0.49388662129815225,0,-0.2267829904838889,-0.1954133390319889,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0,-0.7897641040508749,-0.5407770619472103,0,1,-0.2881005290905888,1,0.09292037091520411,-0.1933005246523446,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,-0.052009608847198324,1.0545759446139162,0,0,-0.49388662129815225,1,3.0632552377322315,-0.1954133390319889,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
0,3.2648702742211024,2.3254757155388996,1,1,2.1813325774001724,0,-1.0696373068996794,1.0914826922059166,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1,-0.7807180680061432,-0.37780285602859476,1,1,0.12347165532453808,1,1.23222689517379,-0.1954133390319889,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,-0.8309738238102083,-0.5901178765831214,0,0,-0.49388662129815225,0,1.1392222809485992,0.19065547033938274,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,-0.3535441436715893,-0.6648766866375322,0,0,-0.49388662129815225,0,-0.1395911646477726,-0.19157185834172652,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1,0.350036437585323,-0.22828523591977318,1,1,0.9466160241547917,0,-0.6046142357737261,0.37197335891976824,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1,0.24952492597719264,-0.2791212267567725,1,1,0.535043839739665,1,-0.44185616087964236,0.015291876828903974,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,-0.2952474669388737,-0.5646998811646218,0,0,-0.49388662129815225,1,-0.255846932429261,-0.19502919096296267,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,0.4505479491934533,-0.17894442128386204,0,0,-0.49388662129815225,0,-0.1395911646477726,-0.19502919096296267,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,-0.9566132133203712,-0.5901178765831214,0,0,-0.49388662129815225,0,-0.7208700035552144,-0.1954133390319889,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,0.350036437585323,-0.5153590665287107,1,1,0.12347165532453808,1,-0.2267829904838889,-0.1954133390319889,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,2.0587321349235386,0.9304763199235943,1,1,1.7697603929850454,0,-1.0696373068996794,0.24309168176146456,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0,-0.5545671668878499,-0.6648766866375322,0,0,-0.49388662129815225,1,0.5346922884848598,-0.1952212649974758,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1,-0.28620143089414196,0.5312642742330406,1,1,2.387118669607736,0,1.1566606461158226,0.06273416335364466,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,0.24952492597719264,-0.365841446419889,1,1,0.12347165532453808,0,-1.0696373068996794,-0.1954133390319889,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,-0.8812295796142735,-0.48994107111021096,1,1,0.3292577475321015,0,-0.6046142357737261,-0.1954133390319889,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,2.6115454487682555,-0.6648766866375322,1,0,-0.49388662129815225,1,-1.0696373068996794,-0.1954133390319889,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1,1.355151553666626,-0.21632382631106742,0,0,-0.49388662129815225,1,-1.0696373068996794,0.572882799020492,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,-0.7053344343000454,-0.6648766866375322,0,1,-0.2881005290905888,0,-0.534860775104833,-0.13779112867805285,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0,0.7691694409912266,-0.44060025647429985,1,1,0.9466160241547917,0,-0.5116096215485354,-0.1954133390319889,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
0,-0.9566132133203712,-0.6648766866375322,0,0,-0.49388662129815225,0,-8.424330998658097e-05,-0.1954133390319889,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1,-0.9485722923917208,0.6060230842874513,0,0,-0.49388662129815225,1,1.6042453520745528,-0.1954133390319889,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,0.7520824840178443,-0.14156501625665663,1,1,1.563974300777482,0,-0.6046142357737261,-0.005260044863999891,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,-0.7053344343000454,-0.5901178765831214,0,0,-0.49388662129815225,1,-0.3721027002107493,-0.04002544511087465,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,1.5813024547849195,-0.6274972816103268,0,1,-0.08231443688302535,0,-1.0696373068996794,0.8709817005848546,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,-0.7385032331307284,-0.365841446419889,0,0,-0.49388662129815225,0,0.5579434420411575,-0.19291637658331837,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
0,0.24952492597719264,-0.2910826363654782,0,0,-0.49388662129815225,0,0.5114411349285622,-0.1954133390319889,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,-0.6550786784959802,-0.552738471555916,1,0,-0.49388662129815225,1,0.4416876742596692,0.009145507724484126,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,1.2375530850851135,-0.48994107111021096,0,1,-0.08231443688302535,1,0.09292037091520411,-0.19406882079039708,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1,-0.4711426122531018,-0.6274972816103268,0,1,-0.08231443688302535,0,0.20917613869669247,-0.1952212649974758,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,-0.9566132133203712,-0.4660182518927995,0,0,-0.49388662129815225,0,-0.1395911646477726,-0.1952212649974758,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,-0.2027768762593938,-0.3404234510013894,1,1,-0.2881005290905888,1,1.0869071854469297,-0.1954133390319889,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,-0.10226536465126349,0.30698784406980817,1,1,-0.08231443688302535,0,0.523066711706711,-0.07824817797898558,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0,-0.3535441436715893,-0.06680620620224584,0,0,-0.49388662129815225,0,-0.023335396866284254,-0.1954133390319889,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,0.9782333851361374,1.9262636698483457,1,1,0.535043839739665,0,-1.0696373068996794,-0.1954133390319889,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,-0.7555901901041105,-0.5153590665287107,0,0,-0.49388662129815225,0,0.09292037091520411,-0.1954133390319889,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,-0.5213983680571669,-0.6648766866375322,0,0,-0.49388662129815225,0,-0.3721027002107493,-0.1954133390319889,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0,0.048501902760932,-0.6648766866375322,0,0,-0.49388662129815225,0,-1.0696373068996794,-0.1954133390319889,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0,2.259755158139799,-0.6648766866375322,1,1,2.592904761815299,0,-1.0696373068996794,-0.1479710525072482,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1,-0.9234444144896883,0.30698784406980817,1,1,-0.2881005290905888,1,1.441487277180469,1.341178937072973,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0,1.4224942664440736,1.129334754668327,1,0,-0.49388662129815225,0,0.9067107453856226,-0.1954133390319889,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0,0.14901341436906232,0.9798171345595054,0,0,-0.49388662129815225,1,-0.4883584679922377,-0.1954133390319889,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0,-0.8219277877654766,-0.14156501625665663,1,0,-0.49388662129815225,0,1.2554780487300876,-0.1954133390319889,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1,1.2797679199605285,-0.5273204761374164,1,1,-0.2881005290905888,0,-0.4883584679922377,-0.1954133390319889,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
0,1.304895797862561,-0.6648766866375322,0,0,-0.49388662129815225,0,-8.424330998658097e-05,0.8033716404362363,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0,-0.8480607807835905,-0.6529152770288265,1,0,-0.49388662129815225,0,1.4879895842930644,1.9513981447211557,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
1,-0.6550786784959802,-0.10418561122945123,1,1,0.7408299319472283,0,0.09292037091520411,-0.1326051297461986,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1,-0.9314853354183387,-0.21632382631106742,0,0,-0.49388662129815225,1,0.2789295993655855,-0.17370897313200634,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,-0.7053344343000454,-0.5901178765831214,0,0,-0.49388662129815225,0,0.23242729225299014,-0.1954133390319889,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,-0.8561017017122409,-0.2910826363654782,1,1,-0.2881005290905888,0,-1.0696373068996794,-0.06518714363209341,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1,-0.906357457516306,-0.5901178765831214,0,0,-0.49388662129815225,0,0.5579434420411575,-0.1562302359913124,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1,2.159243646531669,-0.5153590665287107,1,0,-0.49388662129815225,0,-0.3721027002107493,-0.1954133390319889,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,-0.3535441436715893,-0.2791212267567725,1,1,-0.2881005290905888,0,0.4416876742596692,-0.04175411142149273,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,-0.6048229226919151,-0.5901178765831214,1,0,-0.49388662129815225,1,-0.11634001109147493,-0.11858372522674082,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0,-0.052009608847198324,-0.365841446419889,0,0,-0.49388662129815225,1,1.022966513167111,-0.19426089482491019,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,-0.1947359553307434,-0.3165006317839779,1,0,-0.49388662129815225,1,0.09292037091520411,-0.1954133390319889,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,-0.8058459459081757,0.15747022396098656,1,1,-0.2881005290905888,0,0.8660212266621017,-0.024083300246285674,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1,-0.15252112045532865,-0.21632382631106742,0,0,-0.49388662129815225,1,-0.3721027002107493,-0.1954133390319889,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
0,1.1872973292810485,-0.6394586912190325,0,1,1.975546485192609,1,-0.3197876047090796,-0.19483711692844954,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1,-0.6470377575673298,0.45650546417862975,1,1,0.535043839739665,1,-0.4883584679922377,-0.19483711692844954,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,2.159243646531669,-0.6648766866375322,1,1,3.6218352228531168,0,-0.18609347176036795,-0.1704437145452833,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1,-0.8058459459081757,-0.14156501625665663,1,1,0.535043839739665,1,0.9764642060545157,-0.06288225521793596,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,1.5561745768828867,-0.4032208514470944,1,0,-0.49388662129815225,1,0.4416876742596692,-0.1954133390319889,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,0.14901341436906232,0.9798171345595054,1,1,1.975546485192609,1,1.301980355842683,-0.0033393045188686884,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1,-0.8561017017122409,-0.14156501625665663,1,1,1.7697603929850454,0,-0.8836280784492981,-0.09169336039490399,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,-0.8641426226408914,-0.6274972816103268,0,0,-0.49388662129815225,1,0.5579434420411575,-0.18484926713376731,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,-0.763631111032761,0.08271141390657576,1,0,-0.49388662129815225,0,1.8948847715282737,-0.08016891832411678,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
1,-0.5545671668878499,-0.5901178765831214,0,0,-0.49388662129815225,1,0.2149889270857669,-0.1954133390319889,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,1.6235172896603345,-0.5153590665287107,0,0,-0.49388662129815225,0,-1.0696373068996794,-0.19502919096296267,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
1,-0.5877359657185329,0.631441079705951,1,0,-0.49388662129815225,0,0.4416876742596692,-0.15699853212936488,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1,-0.906357457516306,-0.6274972816103268,0,0,-0.49388662129815225,0,0.09292037091520411,-0.1954133390319889,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,-0.8812295796142735,-0.06680620620224584,1,1,-0.08231443688302535,1,-0.6046142357737261,-0.1954133390319889,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,-0.9485722923917208,-0.6529152770288265,1,0,-0.49388662129815225,0,-1.0696373068996794,0.3808087645073718,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
1,0.4505479491934533,-0.6648766866375322,0,0,-0.49388662129815225,0,-1.0696373068996794,-0.19310845061783147,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1,-0.2952474669388737,0.38174665412421893,0,0,-0.49388662129815225,1,1.2554780487300876,-0.1954133390319889,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0,-0.9143983784449565,-0.6274972816103268,0,0,-0.49388662129815225,0,0.09292037091520411,-0.1952212649974758,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,-0.8400198598549401,-0.5781564669744157,0,1,-0.2881005290905888,0,0.9067107453856226,0.3429701797082871,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,-0.052009608847198324,-0.365841446419889,1,0,-0.49388662129815225,1,0.3254319064781808,-0.1954133390319889,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,-0.9566132133203712,-0.6648766866375322,0,0,-0.49388662129815225,0,-8.424330998658097e-05,-0.1954133390319889,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1,-0.9154034935610378,0.8676789194778891,1,0,-0.49388662129815225,0,1.2554780487300876,-0.1954133390319889,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0,1.2546400420584958,0.23222903401539735,1,0,-0.49388662129815225,1,0.48818998137226455,-0.1954133390319889,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,-0.5545671668878499,-0.6155358720016211,0,1,-0.08231443688302535,0,0.7904549776041343,0.05428290583506738,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1,-0.8561017017122409,0.8302995144506837,1,0,-0.49388662129815225,1,0.7904549776041343,-0.1954133390319889,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0,1.4054073094706914,-0.5153590665287107,1,1,-0.08231443688302535,1,0.6741992098226459,-0.08958054601525967,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
1,-0.6882474773266632,-0.6274972816103268,0,0,-0.49388662129815225,1,1.4879895842930644,0.6689198162770521,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1,1.355151553666626,0.38174665412421893,1,1,1.3581882085699186,0,-0.744121157111512,-0.05289440542325371,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,-0.7807180680061432,-0.552738471555916,0,1,-0.08231443688302535,1,-0.05821212720073076,-0.19483711692844954,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,0.8525939956259746,-0.2537032313382728,1,0,-0.49388662129815225,1,-1.0696373068996794,-0.1954133390319889,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,-0.7385032331307284,-0.21632382631106742,0,0,-0.49388662129815225,0,-0.44185616087964236,-0.19406882079039708,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,2.292923956970482,0.23222903401539735,1,1,1.3581882085699186,0,0.383559790368925,-0.05519929383741115,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,-0.5545671668878499,1.2788523747771483,0,1,-0.2881005290905888,0,-1.0696373068996794,-0.19349259868685773,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1,-0.6470377575673298,-0.6274972816103268,1,0,-0.49388662129815225,1,0.4416876742596692,-0.1954133390319889,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,1.857709111707278,-0.6648766866375322,1,1,1.7697603929850454,1,-1.0696373068996794,0.0734903092863794,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1,-0.7475492691754602,-0.5153590665287107,1,1,1.563974300777482,1,-0.30234923954185633,-0.19003526606562154,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1,0.350036437585323,1.129334754668327,1,0,-0.49388662129815225,1,0.9648386292763668,-0.1954133390319889,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0,1.355151553666626,0.23222903401539735,0,0,-0.49388662129815225,1,-0.9533815391181911,-0.19234015447977898,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1,0.9028497514300398,-0.16698301167515628,1,1,0.12347165532453808,1,-0.8371257713367027,-0.19003526606562154,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,0.5761873387036162,3.9701695367359373,1,1,1.975546485192609,0,-1.0696373068996794,-0.04367485176662394,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1,-0.6550786784959802,0.04533200887937036,1,1,0.12347165532453808,1,-1.0696373068996794,-0.08362625094535295,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,1.857709111707278,-0.6648766866375322,0,1,-0.08231443688302535,0,-0.1395911646477726,-0.1952212649974758,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1,-0.8892705005429239,-0.6394586912190325,0,0,-0.49388662129815225,0,-0.023335396866284254,-0.1954133390319889,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
1,-0.8641426226408914,0.12009081893378117,1,1,0.7408299319472283,1,0.13942267802779945,-0.1287636490559362,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,-0.8892705005429239,-0.5781564669744157,0,0,-0.49388662129815225,0,0.09292037091520411,-0.1954133390319889,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0,0.7520824840178443,-0.6155358720016211,0,0,-0.49388662129815225,0,-1.0696373068996794,-0.12799535291788372,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,2.3602666697479298,2.6245109557565427,1,0,-0.49388662129815225,1,-0.9475687507291167,1.8330805394610736,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,0.048501902760932,1.8769228552124348,1,0,-0.49388662129815225,0,-1.0696373068996794,-0.1954133390319889,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,1.5220006629361225,0.38174665412421893,1,1,0.7408299319472283,0,1.2554780487300876,-0.10744343122497985,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
1,1.00336126303817,-0.5901178765831214,1,0,-0.49388662129815225,0,-0.255846932429261,-0.1954133390319889,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,-0.9566132133203712,-0.6648766866375322,0,0,-0.49388662129815225,0,-8.424330998658097e-05,-0.1954133390319889,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,1.7571976000991476,-0.06680620620224584,0,1,-0.2881005290905888,1,0.09292037091520411,-0.1952212649974758,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1,-0.026881730945165747,0.7047047135592737,1,0,-0.49388662129815225,0,-1.0696373068996794,-0.1954133390319889,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1,-0.6048229226919151,-0.365841446419889,1,1,0.535043839739665,1,-0.1395911646477726,0.9141983583503067,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,0.4585888701221037,3.5216166764094723,1,1,0.7408299319472283,1,1.022966513167111,0.06042927493948723,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,1.355151553666626,0.8302995144506837,1,1,0.535043839739665,0,-1.0696373068996794,1.5046339404436382,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1,1.0536170188422351,-0.6648766866375322,1,1,1.7697603929850454,0,-1.0696373068996794,0.04448713007489825,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1,-0.8561017017122409,-0.5901178765831214,1,0,-0.49388662129815225,0,0.6044457491537529,-0.1954133390319889,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
